array_size,task_count,task_id,element_count,working_set_bytes,access_pattern,access_pattern_encoded,stride,repeat_count,operation_count,locality_score,burst_time_ms
100000,500,202,200,1600,sequential,0,1,1,1,1,0.001048
100000,500,203,200,1600,sequential,0,1,1,1,1,0.001006
100000,500,204,200,1600,sequential,0,1,1,1,1,0.001014
100000,500,205,200,1600,sequential,0,1,1,1,1,0.001131
100000,500,206,200,1600,sequential,0,1,1,1,1,0.001058
100000,500,207,200,1600,sequential,0,1,1,1,1,0.001051
100000,500,208,200,1600,sequential,0,1,1,1,1,0.001052
100000,500,209,200,1600,sequential,0,1,1,1,1,0.001061
100000,500,210,200,1600,sequential,0,1,1,1,1,0.001055
100000,500,211,200,1600,sequential,0,1,1,1,1,0.001043
100000,500,212,200,1600,sequential,0,1,1,1,1,0.001092
100000,500,213,200,1600,sequential,0,1,1,1,1,0.001137
100000,500,214,200,1600,sequential,0,1,1,1,1,0.001122
100000,500,215,200,1600,sequential,0,1,1,1,1,0.001116
100000,500,216,200,1600,sequential,0,1,1,1,1,0.00111
100000,500,217,200,1600,sequential,0,1,1,1,1,0.001086
100000,500,218,200,1600,sequential,0,1,1,1,1,0.001117
100000,500,219,200,1600,sequential,0,1,1,1,1,0.001124
100000,500,220,200,1600,sequential,0,1,1,1,1,0.001021
100000,500,221,200,1600,sequential,0,1,1,1,1,0.001044
100000,500,222,200,1600,sequential,0,1,1,1,1,0.001058
100000,500,223,200,1600,sequential,0,1,1,1,1,0.001061
100000,500,224,200,1600,sequential,0,1,1,1,1,0.001026
100000,500,225,200,1600,sequential,0,1,1,1,1,0.001026
100000,500,226,200,1600,sequential,0,1,1,1,1,0.001094
100000,500,227,200,1600,sequential,0,1,1,1,1,0.001109
100000,500,228,200,1600,sequential,0,1,1,1,1,0.001018
100000,500,229,200,1600,sequential,0,1,1,1,1,0.001005
100000,500,230,200,1600,sequential,0,1,1,1,1,0.001117
100000,500,231,200,1600,sequential,0,1,1,1,1,0.001058
100000,500,232,200,1600,sequential,0,1,1,1,1,0.001062
100000,500,233,200,1600,sequential,0,1,1,1,1,0.001056
100000,500,234,200,1600,sequential,0,1,1,1,1,0.001106
100000,500,235,200,1600,sequential,0,1,1,1,1,0.001068
100000,500,236,200,1600,sequential,0,1,1,1,1,0.001061
100000,500,237,200,1600,sequential,0,1,1,1,1,0.001069
100000,500,238,200,1600,sequential,0,1,1,1,1,0.001117
100000,500,239,200,1600,sequential,0,1,1,1,1,0.001073
100000,500,240,200,1600,sequential,0,1,1,1,1,0.001123
100000,500,241,200,1600,sequential,0,1,1,1,1,0.00109
100000,500,242,200,1600,sequential,0,1,1,1,1,0.0011
100000,500,243,200,1600,sequential,0,1,1,1,1,0.001117
100000,500,244,200,1600,sequential,0,1,1,1,1,0.001055
100000,500,245,200,1600,sequential,0,1,1,1,1,0.001084
100000,500,246,200,1600,sequential,0,1,1,1,1,0.001045
100000,500,247,200,1600,sequential,0,1,1,1,1,0.001078
100000,500,248,200,1600,sequential,0,1,1,1,1,0.001063
100000,500,249,200,1600,sequential,0,1,1,1,1,0.001065
100000,500,250,200,1600,sequential,0,1,1,1,1,0.001034
100000,500,251,200,1600,sequential,0,1,1,1,1,0.00113
100000,500,252,200,1600,sequential,0,1,1,1,1,0.001123
100000,500,253,200,1600,sequential,0,1,1,1,1,0.001166
100000,500,254,200,1600,sequential,0,1,1,1,1,0.001173
100000,500,255,200,1600,sequential,0,1,1,1,1,0.001157
100000,500,256,200,1600,sequential,0,1,1,1,1,0.001089
100000,500,257,200,1600,sequential,0,1,1,1,1,0.001099
100000,500,258,200,1600,sequential,0,1,1,1,1,0.001115
100000,500,259,200,1600,sequential,0,1,1,1,1,0.001133
100000,500,260,200,1600,sequential,0,1,1,1,1,0.001126
100000,500,261,200,1600,sequential,0,1,1,1,1,0.001188
100000,500,262,200,1600,sequential,0,1,1,1,1,0.001089
100000,500,263,200,1600,sequential,0,1,1,1,1,0.001023
100000,500,264,200,1600,sequential,0,1,1,1,1,0.001016
100000,500,265,200,1600,sequential,0,1,1,1,1,0.001006
100000,500,266,200,1600,sequential,0,1,1,1,1,0.000997
100000,500,267,200,1600,sequential,0,1,1,1,1,0.000996
100000,500,268,200,1600,sequential,0,1,1,1,1,0.001053
100000,500,269,200,1600,sequential,0,1,1,1,1,0.001012
100000,500,270,200,1600,sequential,0,1,1,1,1,0.00098
100000,500,271,200,1600,sequential,0,1,1,1,1,0.000995
100000,500,272,200,1600,sequential,0,1,1,1,1,0.001022
100000,500,273,200,1600,sequential,0,1,1,1,1,0.001045
100000,500,274,200,1600,sequential,0,1,1,1,1,0.001084
100000,500,275,200,1600,sequential,0,1,1,1,1,0.001104
100000,500,276,200,1600,sequential,0,1,1,1,1,0.001079
100000,500,277,200,1600,sequential,0,1,1,1,1,0.001116
100000,500,278,200,1600,sequential,0,1,1,1,1,0.001108
100000,500,279,200,1600,sequential,0,1,1,1,1,0.001097
100000,500,280,200,1600,sequential,0,1,1,1,1,0.001111
100000,500,281,200,1600,sequential,0,1,1,1,1,0.001027
100000,500,282,200,1600,sequential,0,1,1,1,1,0.00102
100000,500,283,200,1600,sequential,0,1,1,1,1,0.001017
100000,500,284,200,1600,sequential,0,1,1,1,1,0.001036
100000,500,285,200,1600,sequential,0,1,1,1,1,0.001018
100000,500,286,200,1600,sequential,0,1,1,1,1,0.00105
100000,500,287,200,1600,sequential,0,1,1,1,1,0.001027
100000,500,288,200,1600,sequential,0,1,1,1,1,0.001045
100000,500,289,200,1600,sequential,0,1,1,1,1,0.001036
100000,500,290,200,1600,sequential,0,1,1,1,1,0.001019
100000,500,291,200,1600,sequential,0,1,1,1,1,0.00102
100000,500,292,200,1600,sequential,0,1,1,1,1,0.001054
100000,500,293,200,1600,sequential,0,1,1,1,1,0.001004
100000,500,294,200,1600,sequential,0,1,1,1,1,0.001044
100000,500,295,200,1600,sequential,0,1,1,1,1,0.001045
100000,500,296,200,1600,sequential,0,1,1,1,1,0.001191
100000,500,297,200,1600,sequential,0,1,1,1,1,0.001045
100000,500,298,200,1600,sequential,0,1,1,1,1,0.001083
100000,500,299,200,1600,sequential,0,1,1,1,1,0.001157
100000,500,300,200,1600,sequential,0,1,1,1,1,0.001008
100000,500,301,200,1600,sequential,0,1,1,1,1,0.001368
100000,500,302,200,1600,sequential,0,1,1,1,1,0.001367
100000,500,303,200,1600,sequential,0,1,1,1,1,0.001015
100000,500,304,200,1600,sequential,0,1,1,1,1,0.001047
100000,500,305,200,1600,sequential,0,1,1,1,1,0.001032
100000,500,306,200,1600,sequential,0,1,1,1,1,0.001021
100000,500,307,200,1600,sequential,0,1,1,1,1,0.001029
100000,500,308,200,1600,sequential,0,1,1,1,1,0.001011
100000,500,309,200,1600,sequential,0,1,1,1,1,0.001032
100000,500,310,200,1600,sequential,0,1,1,1,1,0.001019
100000,500,311,200,1600,sequential,0,1,1,1,1,0.001066
100000,500,312,200,1600,sequential,0,1,1,1,1,0.001054
100000,500,313,200,1600,sequential,0,1,1,1,1,0.001014
100000,500,314,200,1600,sequential,0,1,1,1,1,0.001034
100000,500,315,200,1600,sequential,0,1,1,1,1,0.001043
100000,500,316,200,1600,sequential,0,1,1,1,1,0.001032
100000,500,317,200,1600,sequential,0,1,1,1,1,0.001082
100000,500,318,200,1600,sequential,0,1,1,1,1,0.001071
100000,500,319,200,1600,sequential,0,1,1,1,1,0.001097
100000,500,320,200,1600,sequential,0,1,1,1,1,0.001071
100000,500,321,200,1600,sequential,0,1,1,1,1,0.0011
100000,500,322,200,1600,sequential,0,1,1,1,1,0.001097
100000,500,323,200,1600,sequential,0,1,1,1,1,0.001064
100000,500,324,200,1600,sequential,0,1,1,1,1,0.00103
100000,500,325,200,1600,sequential,0,1,1,1,1,0.000997
100000,500,326,200,1600,sequential,0,1,1,1,1,0.001018
100000,500,327,200,1600,sequential,0,1,1,1,1,0.001031
100000,500,328,200,1600,sequential,0,1,1,1,1,0.001005
100000,500,329,200,1600,sequential,0,1,1,1,1,0.001013
100000,500,330,200,1600,sequential,0,1,1,1,1,0.001115
100000,500,331,200,1600,sequential,0,1,1,1,1,0.001123
100000,500,332,200,1600,sequential,0,1,1,1,1,0.001119
100000,500,333,200,1600,sequential,0,1,1,1,1,0.001089
100000,500,334,200,1600,sequential,0,1,1,1,1,0.001078
100000,500,335,200,1600,sequential,0,1,1,1,1,0.001091
100000,500,336,200,1600,sequential,0,1,1,1,1,0.001082
100000,500,337,200,1600,sequential,0,1,1,1,1,0.00112
100000,500,338,200,1600,sequential,0,1,1,1,1,0.001107
100000,500,339,200,1600,sequential,0,1,1,1,1,0.001117
100000,500,340,200,1600,sequential,0,1,1,1,1,0.001036
100000,500,341,200,1600,sequential,0,1,1,1,1,0.001018
100000,500,342,200,1600,sequential,0,1,1,1,1,0.00106
100000,500,343,200,1600,sequential,0,1,1,1,1,0.001024
100000,500,344,200,1600,sequential,0,1,1,1,1,0.001034
100000,500,345,200,1600,sequential,0,1,1,1,1,0.001033
100000,500,346,200,1600,sequential,0,1,1,1,1,0.001012
100000,500,347,200,1600,sequential,0,1,1,1,1,0.00105
100000,500,348,200,1600,sequential,0,1,1,1,1,0.001039
100000,500,349,200,1600,sequential,0,1,1,1,1,0.001031
100000,500,350,200,1600,sequential,0,1,1,1,1,0.001065
100000,500,351,200,1600,sequential,0,1,1,1,1,0.001006
100000,500,352,200,1600,sequential,0,1,1,1,1,0.001031
100000,500,353,200,1600,sequential,0,1,1,1,1,0.001
100000,500,354,200,1600,sequential,0,1,1,1,1,0.001004
100000,500,355,200,1600,sequential,0,1,1,1,1,0.001068
100000,500,356,200,1600,sequential,0,1,1,1,1,0.001079
100000,500,357,200,1600,sequential,0,1,1,1,1,0.001065
100000,500,358,200,1600,sequential,0,1,1,1,1,0.001089
100000,500,359,200,1600,sequential,0,1,1,1,1,0.00108
100000,500,360,200,1600,sequential,0,1,1,1,1,0.001067
100000,500,361,200,1600,sequential,0,1,1,1,1,0.001003
100000,500,362,200,1600,sequential,0,1,1,1,1,0.001101
100000,500,363,200,1600,sequential,0,1,1,1,1,0.0011
100000,500,364,200,1600,sequential,0,1,1,1,1,0.001053
100000,500,365,200,1600,sequential,0,1,1,1,1,0.001028
100000,500,366,200,1600,sequential,0,1,1,1,1,0.001076
100000,500,367,200,1600,sequential,0,1,1,1,1,0.001081
100000,500,368,200,1600,sequential,0,1,1,1,1,0.000997
100000,500,369,200,1600,sequential,0,1,1,1,1,0.001006
100000,500,370,200,1600,sequential,0,1,1,1,1,0.001081
100000,500,371,200,1600,sequential,0,1,1,1,1,0.001047
100000,500,372,200,1600,sequential,0,1,1,1,1,0.001
100000,500,373,200,1600,sequential,0,1,1,1,1,0.001032
100000,500,374,200,1600,sequential,0,1,1,1,1,0.000973
100000,500,375,200,1600,sequential,0,1,1,1,1,0.001059
100000,500,376,200,1600,sequential,0,1,1,1,1,0.000995
100000,500,377,200,1600,sequential,0,1,1,1,1,0.000984
100000,500,378,200,1600,sequential,0,1,1,1,1,0.001126
100000,500,379,200,1600,sequential,0,1,1,1,1,0.001037
100000,500,380,200,1600,sequential,0,1,1,1,1,0.001125
100000,500,381,200,1600,sequential,0,1,1,1,1,0.001111
100000,500,382,200,1600,sequential,0,1,1,1,1,0.001114
100000,500,383,200,1600,sequential,0,1,1,1,1,0.001095
100000,500,384,200,1600,sequential,0,1,1,1,1,0.00111
100000,500,385,200,1600,sequential,0,1,1,1,1,0.001096
100000,500,386,200,1600,sequential,0,1,1,1,1,0.00107
100000,500,387,200,1600,sequential,0,1,1,1,1,0.001085
100000,500,388,200,1600,sequential,0,1,1,1,1,0.001092
100000,500,389,200,1600,sequential,0,1,1,1,1,0.001076
100000,500,390,200,1600,sequential,0,1,1,1,1,0.001096
100000,500,391,200,1600,sequential,0,1,1,1,1,0.00106
100000,500,392,200,1600,sequential,0,1,1,1,1,0.001075
100000,500,393,200,1600,sequential,0,1,1,1,1,0.001089
100000,500,394,200,1600,sequential,0,1,1,1,1,0.001041
100000,500,395,200,1600,sequential,0,1,1,1,1,0.001032
100000,500,396,200,1600,sequential,0,1,1,1,1,0.001062
100000,500,397,200,1600,sequential,0,1,1,1,1,0.001047
100000,500,398,200,1600,sequential,0,1,1,1,1,0.000997
100000,500,399,200,1600,sequential,0,1,1,1,1,0.001022
100000,500,400,200,1600,sequential,0,1,1,1,1,0.00102
100000,500,401,200,1600,sequential,0,1,1,1,1,0.00103
100000,500,402,200,1600,sequential,0,1,1,1,1,0.00101
100000,500,403,200,1600,sequential,0,1,1,1,1,0.001025
100000,500,404,200,1600,sequential,0,1,1,1,1,0.001107
100000,500,405,200,1600,sequential,0,1,1,1,1,0.001117
100000,500,406,200,1600,sequential,0,1,1,1,1,0.001227
100000,500,407,200,1600,sequential,0,1,1,1,1,0.001081
100000,500,408,200,1600,sequential,0,1,1,1,1,0.001123
100000,500,409,200,1600,sequential,0,1,1,1,1,0.001082
100000,500,410,200,1600,sequential,0,1,1,1,1,0.001082
100000,500,411,200,1600,sequential,0,1,1,1,1,0.001018
100000,500,412,200,1600,sequential,0,1,1,1,1,0.001046
100000,500,413,200,1600,sequential,0,1,1,1,1,0.00104
100000,500,414,200,1600,sequential,0,1,1,1,1,0.001054
100000,500,415,200,1600,sequential,0,1,1,1,1,0.00102
100000,500,416,200,1600,sequential,0,1,1,1,1,0.001028
100000,500,417,200,1600,sequential,0,1,1,1,1,0.001014
100000,500,418,200,1600,sequential,0,1,1,1,1,0.001033
100000,500,419,200,1600,sequential,0,1,1,1,1,0.001011
100000,500,420,200,1600,sequential,0,1,1,1,1,0.00103
100000,500,421,200,1600,sequential,0,1,1,1,1,0.001021
100000,500,422,200,1600,sequential,0,1,1,1,1,0.001033
100000,500,423,200,1600,sequential,0,1,1,1,1,0.001052
100000,500,424,200,1600,sequential,0,1,1,1,1,0.001028
100000,500,425,200,1600,sequential,0,1,1,1,1,0.001046
100000,500,426,200,1600,sequential,0,1,1,1,1,0.001023
100000,500,427,200,1600,sequential,0,1,1,1,1,0.001054
100000,500,428,200,1600,sequential,0,1,1,1,1,0.001056
100000,500,429,200,1600,sequential,0,1,1,1,1,0.001042
100000,500,430,200,1600,sequential,0,1,1,1,1,0.001416
100000,500,431,200,1600,sequential,0,1,1,1,1,0.001419
100000,500,432,200,1600,sequential,0,1,1,1,1,0.001408
100000,500,433,200,1600,sequential,0,1,1,1,1,0.001455
100000,500,434,200,1600,sequential,0,1,1,1,1,0.00143
100000,500,435,200,1600,sequential,0,1,1,1,1,0.001411
100000,500,436,200,1600,sequential,0,1,1,1,1,0.001014
100000,500,437,200,1600,sequential,0,1,1,1,1,0.001048
100000,500,438,200,1600,sequential,0,1,1,1,1,0.001029
100000,500,439,200,1600,sequential,0,1,1,1,1,0.001041
100000,500,440,200,1600,sequential,0,1,1,1,1,0.000999
100000,500,441,200,1600,sequential,0,1,1,1,1,0.001005
100000,500,442,200,1600,sequential,0,1,1,1,1,0.001118
100000,500,443,200,1600,sequential,0,1,1,1,1,0.001083
100000,500,444,200,1600,sequential,0,1,1,1,1,0.001078
100000,500,445,200,1600,sequential,0,1,1,1,1,0.001099
100000,500,446,200,1600,sequential,0,1,1,1,1,0.001101
100000,500,447,200,1600,sequential,0,1,1,1,1,0.001206
100000,500,448,200,1600,sequential,0,1,1,1,1,0.001075
100000,500,449,200,1600,sequential,0,1,1,1,1,0.001046
100000,500,450,200,1600,sequential,0,1,1,1,1,0.001063
100000,500,451,200,1600,sequential,0,1,1,1,1,0.001039
100000,500,452,200,1600,sequential,0,1,1,1,1,0.001051
100000,500,453,200,1600,sequential,0,1,1,1,1,0.00106
100000,500,454,200,1600,sequential,0,1,1,1,1,0.001067
100000,500,455,200,1600,sequential,0,1,1,1,1,0.001033
100000,500,456,200,1600,sequential,0,1,1,1,1,0.001045
100000,500,457,200,1600,sequential,0,1,1,1,1,0.001036
100000,500,458,200,1600,sequential,0,1,1,1,1,0.001021
100000,500,459,200,1600,sequential,0,1,1,1,1,0.00103
100000,500,460,200,1600,sequential,0,1,1,1,1,0.001051
100000,500,461,200,1600,sequential,0,1,1,1,1,0.001007
100000,500,462,200,1600,sequential,0,1,1,1,1,0.001026
100000,500,463,200,1600,sequential,0,1,1,1,1,0.001019
100000,500,464,200,1600,sequential,0,1,1,1,1,0.001033
100000,500,465,200,1600,sequential,0,1,1,1,1,0.00119
100000,500,466,200,1600,sequential,0,1,1,1,1,0.001012
100000,500,467,200,1600,sequential,0,1,1,1,1,0.001014
100000,500,468,200,1600,sequential,0,1,1,1,1,0.001007
100000,500,469,200,1600,sequential,0,1,1,1,1,0.001045
100000,500,470,200,1600,sequential,0,1,1,1,1,0.001024
100000,500,471,200,1600,sequential,0,1,1,1,1,0.001065
100000,500,472,200,1600,sequential,0,1,1,1,1,0.001069
100000,500,473,200,1600,sequential,0,1,1,1,1,0.001033
100000,500,474,200,1600,sequential,0,1,1,1,1,0.001019
100000,500,475,200,1600,sequential,0,1,1,1,1,0.001055
100000,500,476,200,1600,sequential,0,1,1,1,1,0.001023
100000,500,477,200,1600,sequential,0,1,1,1,1,0.001017
100000,500,478,200,1600,sequential,0,1,1,1,1,0.001037
100000,500,479,200,1600,sequential,0,1,1,1,1,0.001022
100000,500,480,200,1600,sequential,0,1,1,1,1,0.001027
100000,500,481,200,1600,sequential,0,1,1,1,1,0.001032
100000,500,482,200,1600,sequential,0,1,1,1,1,0.001022
100000,500,483,200,1600,sequential,0,1,1,1,1,0.001017
100000,500,484,200,1600,sequential,0,1,1,1,1,0.001054
100000,500,485,200,1600,sequential,0,1,1,1,1,0.001078
100000,500,486,200,1600,sequential,0,1,1,1,1,0.001075
100000,500,487,200,1600,sequential,0,1,1,1,1,0.001096
100000,500,488,200,1600,sequential,0,1,1,1,1,0.00108
100000,500,489,200,1600,sequential,0,1,1,1,1,0.001062
100000,500,490,200,1600,sequential,0,1,1,1,1,0.001084
100000,500,491,200,1600,sequential,0,1,1,1,1,0.001021
100000,500,492,200,1600,sequential,0,1,1,1,1,0.001067
100000,500,493,200,1600,sequential,0,1,1,1,1,0.001088
100000,500,494,200,1600,sequential,0,1,1,1,1,0.0011
100000,500,495,200,1600,sequential,0,1,1,1,1,0.00109
100000,500,496,200,1600,sequential,0,1,1,1,1,0.001074
100000,500,497,200,1600,sequential,0,1,1,1,1,0.001013
100000,500,498,200,1600,sequential,0,1,1,1,1,0.001011
100000,500,499,200,1600,sequential,0,1,1,1,1,0.001012
100000,500,0,200,1600,sequential,0,1,5,5,1,0.003548
100000,500,1,200,1600,sequential,0,1,5,5,1,0.00349
100000,500,2,200,1600,sequential,0,1,5,5,1,0.003595
100000,500,3,200,1600,sequential,0,1,5,5,1,0.0036
100000,500,4,200,1600,sequential,0,1,5,5,1,0.003538
100000,500,5,200,1600,sequential,0,1,5,5,1,0.003593
100000,500,6,200,1600,sequential,0,1,5,5,1,0.003579
100000,500,7,200,1600,sequential,0,1,5,5,1,0.003622
100000,500,8,200,1600,sequential,0,1,5,5,1,0.003586
100000,500,9,200,1600,sequential,0,1,5,5,1,0.003568
100000,500,10,200,1600,sequential,0,1,5,5,1,0.003566
100000,500,11,200,1600,sequential,0,1,5,5,1,0.003521
100000,500,12,200,1600,sequential,0,1,5,5,1,0.003554
100000,500,13,200,1600,sequential,0,1,5,5,1,0.003571
100000,500,14,200,1600,sequential,0,1,5,5,1,0.003581
100000,500,15,200,1600,sequential,0,1,5,5,1,0.003578
100000,500,16,200,1600,sequential,0,1,5,5,1,0.003611
100000,500,17,200,1600,sequential,0,1,5,5,1,0.003534
100000,500,18,200,1600,sequential,0,1,5,5,1,0.003565
100000,500,19,200,1600,sequential,0,1,5,5,1,0.003549
100000,500,20,200,1600,sequential,0,1,5,5,1,0.003558
100000,500,21,200,1600,sequential,0,1,5,5,1,0.003577
100000,500,22,200,1600,sequential,0,1,5,5,1,0.003511
100000,500,23,200,1600,sequential,0,1,5,5,1,0.003547
100000,500,24,200,1600,sequential,0,1,5,5,1,0.003576
100000,500,25,200,1600,sequential,0,1,5,5,1,0.003614
100000,500,26,200,1600,sequential,0,1,5,5,1,0.003542
100000,500,27,200,1600,sequential,0,1,5,5,1,0.003369
100000,500,28,200,1600,sequential,0,1,5,5,1,0.003545
100000,500,29,200,1600,sequential,0,1,5,5,1,0.003544
100000,500,30,200,1600,sequential,0,1,5,5,1,0.003537
100000,500,31,200,1600,sequential,0,1,5,5,1,0.003529
100000,500,32,200,1600,sequential,0,1,5,5,1,0.003599
100000,500,33,200,1600,sequential,0,1,5,5,1,0.003705
100000,500,34,200,1600,sequential,0,1,5,5,1,0.003768
100000,500,35,200,1600,sequential,0,1,5,5,1,0.003757
100000,500,36,200,1600,sequential,0,1,5,5,1,0.003878
100000,500,37,200,1600,sequential,0,1,5,5,1,0.003562
100000,500,38,200,1600,sequential,0,1,5,5,1,0.00362
100000,500,39,200,1600,sequential,0,1,5,5,1,0.003543
100000,500,40,200,1600,sequential,0,1,5,5,1,0.003545
100000,500,41,200,1600,sequential,0,1,5,5,1,0.003548
100000,500,42,200,1600,sequential,0,1,5,5,1,0.003498
100000,500,43,200,1600,sequential,0,1,5,5,1,0.003551
100000,500,44,200,1600,sequential,0,1,5,5,1,0.003495
100000,500,45,200,1600,sequential,0,1,5,5,1,0.003572
100000,500,46,200,1600,sequential,0,1,5,5,1,0.003549
100000,500,47,200,1600,sequential,0,1,5,5,1,0.003536
100000,500,48,200,1600,sequential,0,1,5,5,1,0.003542
100000,500,49,200,1600,sequential,0,1,5,5,1,0.00355
100000,500,50,200,1600,sequential,0,1,5,5,1,0.003539
100000,500,51,200,1600,sequential,0,1,5,5,1,0.00358
100000,500,52,200,1600,sequential,0,1,5,5,1,0.003574
100000,500,53,200,1600,sequential,0,1,5,5,1,0.003525
100000,500,54,200,1600,sequential,0,1,5,5,1,0.00354
100000,500,55,200,1600,sequential,0,1,5,5,1,0.003557
100000,500,56,200,1600,sequential,0,1,5,5,1,0.003533
100000,500,57,200,1600,sequential,0,1,5,5,1,0.003592
100000,500,58,200,1600,sequential,0,1,5,5,1,0.003586
100000,500,59,200,1600,sequential,0,1,5,5,1,0.003539
100000,500,60,200,1600,sequential,0,1,5,5,1,0.003544
100000,500,61,200,1600,sequential,0,1,5,5,1,0.00363
100000,500,62,200,1600,sequential,0,1,5,5,1,0.003766
100000,500,63,200,1600,sequential,0,1,5,5,1,0.003545
100000,500,64,200,1600,sequential,0,1,5,5,1,0.003557
100000,500,65,200,1600,sequential,0,1,5,5,1,0.003473
100000,500,66,200,1600,sequential,0,1,5,5,1,0.00353
100000,500,67,200,1600,sequential,0,1,5,5,1,0.003526
100000,500,68,200,1600,sequential,0,1,5,5,1,0.003586
100000,500,69,200,1600,sequential,0,1,5,5,1,0.003628
100000,500,70,200,1600,sequential,0,1,5,5,1,0.003653
100000,500,71,200,1600,sequential,0,1,5,5,1,0.003592
100000,500,72,200,1600,sequential,0,1,5,5,1,0.003783
100000,500,73,200,1600,sequential,0,1,5,5,1,0.003511
100000,500,74,200,1600,sequential,0,1,5,5,1,0.003557
100000,500,75,200,1600,sequential,0,1,5,5,1,0.003532
100000,500,76,200,1600,sequential,0,1,5,5,1,0.00363
100000,500,77,200,1600,sequential,0,1,5,5,1,0.003621
100000,500,78,200,1600,sequential,0,1,5,5,1,0.003693
100000,500,79,200,1600,sequential,0,1,5,5,1,0.00376
100000,500,80,200,1600,sequential,0,1,5,5,1,0.00353
100000,500,81,200,1600,sequential,0,1,5,5,1,0.003536
100000,500,82,200,1600,sequential,0,1,5,5,1,0.003528
100000,500,83,200,1600,sequential,0,1,5,5,1,0.003535
100000,500,84,200,1600,sequential,0,1,5,5,1,0.003556
100000,500,85,200,1600,sequential,0,1,5,5,1,0.003561
100000,500,86,200,1600,sequential,0,1,5,5,1,0.003536
100000,500,87,200,1600,sequential,0,1,5,5,1,0.003555
100000,500,88,200,1600,sequential,0,1,5,5,1,0.003579
100000,500,89,200,1600,sequential,0,1,5,5,1,0.003561
100000,500,90,200,1600,sequential,0,1,5,5,1,0.003538
100000,500,91,200,1600,sequential,0,1,5,5,1,0.003573
100000,500,92,200,1600,sequential,0,1,5,5,1,0.00352
100000,500,93,200,1600,sequential,0,1,5,5,1,0.003498
100000,500,94,200,1600,sequential,0,1,5,5,1,0.003482
100000,500,95,200,1600,sequential,0,1,5,5,1,0.003697
100000,500,96,200,1600,sequential,0,1,5,5,1,0.003551
100000,500,97,200,1600,sequential,0,1,5,5,1,0.003545
100000,500,98,200,1600,sequential,0,1,5,5,1,0.003552
100000,500,99,200,1600,sequential,0,1,5,5,1,0.003513
100000,500,100,200,1600,sequential,0,1,5,5,1,0.003591
100000,500,101,200,1600,sequential,0,1,5,5,1,0.003577
100000,500,102,200,1600,sequential,0,1,5,5,1,0.003539
100000,500,103,200,1600,sequential,0,1,5,5,1,0.003577
100000,500,104,200,1600,sequential,0,1,5,5,1,0.003563
100000,500,105,200,1600,sequential,0,1,5,5,1,0.003598
100000,500,106,200,1600,sequential,0,1,5,5,1,0.003564
100000,500,107,200,1600,sequential,0,1,5,5,1,0.003531
100000,500,108,200,1600,sequential,0,1,5,5,1,0.003518
100000,500,109,200,1600,sequential,0,1,5,5,1,0.003514
100000,500,110,200,1600,sequential,0,1,5,5,1,0.003533
100000,500,111,200,1600,sequential,0,1,5,5,1,0.003494
100000,500,112,200,1600,sequential,0,1,5,5,1,0.003519
100000,500,113,200,1600,sequential,0,1,5,5,1,0.003499
100000,500,114,200,1600,sequential,0,1,5,5,1,0.003535
100000,500,115,200,1600,sequential,0,1,5,5,1,0.003583
100000,500,116,200,1600,sequential,0,1,5,5,1,0.003537
100000,500,117,200,1600,sequential,0,1,5,5,1,0.003512
100000,500,118,200,1600,sequential,0,1,5,5,1,0.003472
100000,500,119,200,1600,sequential,0,1,5,5,1,0.003518
100000,500,120,200,1600,sequential,0,1,5,5,1,0.003557
100000,500,121,200,1600,sequential,0,1,5,5,1,0.003539
100000,500,122,200,1600,sequential,0,1,5,5,1,0.003587
100000,500,123,200,1600,sequential,0,1,5,5,1,0.003533
100000,500,124,200,1600,sequential,0,1,5,5,1,0.003554
100000,500,125,200,1600,sequential,0,1,5,5,1,0.003514
100000,500,126,200,1600,sequential,0,1,5,5,1,0.003587
100000,500,127,200,1600,sequential,0,1,5,5,1,0.003573
100000,500,128,200,1600,sequential,0,1,5,5,1,0.003559
100000,500,129,200,1600,sequential,0,1,5,5,1,0.003551
100000,500,130,200,1600,sequential,0,1,5,5,1,0.003506
100000,500,131,200,1600,sequential,0,1,5,5,1,0.00354
100000,500,132,200,1600,sequential,0,1,5,5,1,0.003551
100000,500,133,200,1600,sequential,0,1,5,5,1,0.003576
100000,500,134,200,1600,sequential,0,1,5,5,1,0.003566
100000,500,135,200,1600,sequential,0,1,5,5,1,0.003595
100000,500,136,200,1600,sequential,0,1,5,5,1,0.003554
100000,500,137,200,1600,sequential,0,1,5,5,1,0.003541
100000,500,138,200,1600,sequential,0,1,5,5,1,0.003556
100000,500,139,200,1600,sequential,0,1,5,5,1,0.003556
100000,500,140,200,1600,sequential,0,1,5,5,1,0.00359
100000,500,141,200,1600,sequential,0,1,5,5,1,0.003556
100000,500,142,200,1600,sequential,0,1,5,5,1,0.003572
100000,500,143,200,1600,sequential,0,1,5,5,1,0.003541
100000,500,144,200,1600,sequential,0,1,5,5,1,0.003537
100000,500,145,200,1600,sequential,0,1,5,5,1,0.003535
100000,500,146,200,1600,sequential,0,1,5,5,1,0.003551
100000,500,147,200,1600,sequential,0,1,5,5,1,0.003524
100000,500,148,200,1600,sequential,0,1,5,5,1,0.003511
100000,500,149,200,1600,sequential,0,1,5,5,1,0.003549
100000,500,150,200,1600,sequential,0,1,5,5,1,0.00352
